NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_DATE;REF_YEAR;ALP_TOT_VALUE;ALP_MAL_VALUE;ALP_FEM_VALUE;ALP_TOT_DENSITY;ALP_MAL_DENSITY;ALP_FEM_DENSITY
AT1;AT13;AT130;92200;92200;20180101;2018;11.954;6.144;5.810;93,9;48,3;45,7
AT1;AT13;AT130;92300;92300;20180101;2018;6.400;3.418;2.982;95,9;51,2;44,7
AT1;AT13;AT130;90000;90000;20190101;2019;140.714;78.312;62.402;107,6;59,9;47,7
AT1;AT13;AT130;90100;90100;20190101;2019;383;204;179;36,5;19,4;17
AT1;AT13;AT130;90200;90200;20190101;2019;8.249;4.670;3.579;111,8;63,3;48,5
AT1;AT13;AT130;90300;90300;20190101;2019;5.731;3.194;2.537;88,1;49,1;39
AT1;AT13;AT130;90400;90400;20190101;2019;2.122;1.330;791;89,5;56,1;33,4
AT1;AT13;AT130;90500;90500;20190101;2019;4.482;2.567;1.915;109,1;62,5;46,6
AT1;AT13;AT130;90600;90600;20190101;2019;2.124;1.253;871;89,2;52,6;36,6
AT1;AT13;AT130;90700;90700;20190101;2019;1.596;885;711;66;36,6;29,4
AT1;AT13;AT130;90800;90800;20190101;2019;1.141;693;448;60,3;36,6;23,6
AT1;AT13;AT130;90900;90900;20190101;2019;1.978;1.135;842;63,8;36,6;27,2
AT1;AT13;AT130;91000;91000;20190101;2019;19.434;11.001;8.433;139,7;79,1;60,6
AT1;AT13;AT130;91100;91100;20190101;2019;9.362;4.933;4.429;133;70,1;62,9
AT1;AT13;AT130;91200;91200;20190101;2019;9.141;5.116;4.026;134,4;75,2;59,2
AT1;AT13;AT130;91300;91300;20190101;2019;2.530;1.386;1.144;75,4;41,3;34,1
AT1;AT13;AT130;91400;91400;20190101;2019;5.989;3.374;2.615;95,5;53,8;41,7
AT1;AT13;AT130;91500;91500;20190101;2019;7.479;4.371;3.108;131,3;76,7;54,6
AT1;AT13;AT130;91600;91600;20190101;2019;8.429;4.926;3.503;115,1;67,3;47,8
AT1;AT13;AT130;91700;91700;20190101;2019;4.214;2.419;1.795;104,9;60,2;44,7
AT1;AT13;AT130;91800;91800;20190101;2019;2.668;1.446;1.222;75,3;40,8;34,5
AT1;AT13;AT130;91900;91900;20190101;2019;3.850;2.091;1.759;82,6;44,9;37,8
AT1;AT13;AT130;92000;92000;20190101;2019;8.750;4.976;3.774;143,9;81,8;62,1
AT1;AT13;AT130;92100;92100;20190101;2019;12.823;6.943;5.880;115,6;62,6;53
AT1;AT13;AT130;92200;92200;20190101;2019;11.762;6.006;5.756;90,6;46,2;44,3
AT1;AT13;AT130;92300;92300;20190101;2019;6.478;3.395;3.083;94,7;49,6;45,1
